image,image_path,xmin,ymin,xmax,ymax,label,confidence,x_size,y_size
20200415_150211.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150211.jpg,804,2458,1028,2624,9,0.5288469791412354,3024,3024
20200415_150211.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150211.jpg,1710,2218,2088,2509,8,0.9865530133247375,3024,3024
20200415_150211.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150211.jpg,1832,848,1900,1331,4,0.437984824180603,3024,3024
20200415_150211.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150211.jpg,2259,1998,2526,2080,4,0.5569841265678406,3024,3024
20200415_150211.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150211.jpg,2421,568,2499,921,4,0.6685950756072998,3024,3024
20200415_150211.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150211.jpg,2248,1246,2608,1329,4,0.6738675832748413,3024,3024
20200415_150211.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150211.jpg,2234,2347,2496,2441,4,0.7792451977729797,3024,3024
20200415_150211.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150211.jpg,2142,598,2219,989,4,0.7873350977897644,3024,3024
20200415_150211.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150211.jpg,2245,1595,2576,1690,4,0.8854936361312866,3024,3024
20200415_150211.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150211.jpg,1255,1346,1517,2531,3,0.9077063798904419,3024,3024
20200415_150211.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150211.jpg,243,2532,554,2630,2,0.3277735114097595,3024,3024
20200415_150211.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150211.jpg,276,2239,571,2322,2,0.4763922393321991,3024,3024
20200415_150211.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150211.jpg,243,2532,554,2630,1,0.4165269732475281,3024,3024
20200415_150211.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150211.jpg,276,2239,571,2322,1,0.5386474132537842,3024,3024
20200415_150211.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150211.jpg,823,478,1018,699,0,0.3136546015739441,3024,3024
20200415_150211.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150211.jpg,816,780,985,1031,0,0.42206087708473206,3024,3024
20200415_150211.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150211.jpg,325,801,501,1044,0,0.4303342401981354,3024,3024
20200415_150211.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150211.jpg,824,2123,1012,2308,0,0.43785059452056885,3024,3024
20200415_150211.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150211.jpg,339,512,517,717,0,0.4595532715320587,3024,3024
20200415_150211.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150211.jpg,796,1726,996,1885,0,0.46741071343421936,3024,3024
20200415_150211.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150211.jpg,804,2458,1028,2624,0,0.5034920573234558,3024,3024
20200415_150211.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150211.jpg,785,1346,1001,1550,0,0.5168048739433289,3024,3024
20200415_150214.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150214.jpg,1397,2067,1696,2455,10,0.9929037690162659,3024,3024
20200415_150214.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150214.jpg,923,1302,1114,1436,9,0.40794146060943604,3024,3024
20200415_150214.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150214.jpg,1211,285,1452,539,9,0.46921175718307495,3024,3024
20200415_150214.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150214.jpg,965,2198,1136,2404,9,0.4820076823234558,3024,3024
20200415_150214.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150214.jpg,1445,1274,1625,1446,9,0.482430636882782,3024,3024
20200415_150214.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150214.jpg,1461,1726,1597,1898,9,0.5061734914779663,3024,3024
20200415_150214.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150214.jpg,1007,1562,1137,1714,9,0.5132676362991333,3024,3024
20200415_150214.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150214.jpg,982,1840,1130,1981,9,0.57332843542099,3024,3024
20200415_150214.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150214.jpg,1232,2581,1494,2776,9,0.6237367391586304,3024,3024
20200415_150214.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150214.jpg,1446,625,1791,973,8,0.9946560859680176,3024,3024
20200415_150214.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150214.jpg,1674,2031,1741,2539,4,0.37058642506599426,3024,3024
20200415_150214.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150214.jpg,1784,620,1913,1055,4,0.6978403925895691,3024,3024
20200415_150214.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150214.jpg,1205,744,1442,2424,3,0.9770801067352295,3024,3024
20200415_150214.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150214.jpg,867,1021,1232,1112,2,0.48585638403892517,3024,3024
20200415_150214.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150214.jpg,834,860,1263,955,2,0.4860921800136566,3024,3024
20200415_150214.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150214.jpg,824,864,1239,955,1,0.4944680631160736,3024,3024
20200415_150214.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150214.jpg,831,1024,1230,1107,1,0.5284660458564758,3024,3024
20200415_150214.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150214.jpg,1211,285,1452,539,0,0.39120185375213623,3024,3024
20200415_150214.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150214.jpg,1007,1562,1137,1714,0,0.4608606696128845,3024,3024
20200415_150214.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150214.jpg,1461,1726,1597,1898,0,0.46547478437423706,3024,3024
20200415_150214.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150214.jpg,1232,2581,1494,2776,0,0.5195837020874023,3024,3024
20200415_150214.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150214.jpg,982,1840,1130,1981,0,0.5400663018226624,3024,3024
20200415_150214.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150214.jpg,1445,1274,1625,1446,0,0.5615619421005249,3024,3024
20200415_150214.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150214.jpg,965,2198,1136,2404,0,0.5642237067222595,3024,3024
20200415_150214.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150214.jpg,923,1302,1114,1436,0,0.6020928621292114,3024,3024
20200415_150225.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150225.jpg,727,363,811,665,12,0.9536563158035278,3024,3024
20200415_150225.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150225.jpg,420,337,521,670,11,0.8905295133590698,3024,3024
20200415_150225.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150225.jpg,2174,1321,2497,1649,10,0.8033774495124817,3024,3024
20200415_150225.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150225.jpg,1519,866,1712,1094,9,0.33202067017555237,3024,3024
20200415_150225.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150225.jpg,748,911,936,1125,9,0.3586899936199188,3024,3024
20200415_150225.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150225.jpg,2370,420,2570,591,9,0.3656024932861328,3024,3024
20200415_150225.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150225.jpg,411,915,593,1126,9,0.4140338599681854,3024,3024
20200415_150225.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150225.jpg,1178,899,1326,1088,9,0.4408527612686157,3024,3024
20200415_150225.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150225.jpg,2038,402,2286,576,9,0.4700940251350403,3024,3024
20200415_150225.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150225.jpg,2386,932,2627,1105,9,0.4761326313018799,3024,3024
20200415_150225.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150225.jpg,2050,908,2311,1078,9,0.48352769017219543,3024,3024
20200415_150225.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150225.jpg,536,1832,819,2198,8,0.9778032898902893,3024,3024
20200415_150225.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150225.jpg,1740,2394,1823,2766,4,0.4679934084415436,3024,3024
20200415_150225.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150225.jpg,2074,2285,2503,2374,4,0.6774100661277771,3024,3024
20200415_150225.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150225.jpg,968,2377,1044,2667,4,0.7392764091491699,3024,3024
20200415_150225.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150225.jpg,1756,1948,2261,2040,4,0.748144805431366,3024,3024
20200415_150225.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150225.jpg,2053,2552,2571,2652,4,0.765678882598877,3024,3024
20200415_150225.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150225.jpg,1020,1949,1475,2035,4,0.8159182071685791,3024,3024
20200415_150225.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150225.jpg,619,2339,684,2642,4,0.8382044434547424,3024,3024
20200415_150225.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150225.jpg,1376,2362,1449,2717,4,0.9064544439315796,3024,3024
20200415_150225.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150225.jpg,1023,478,1391,576,2,0.3856216073036194,3024,3024
20200415_150225.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150225.jpg,1505,476,1822,578,2,0.5432649254798889,3024,3024
20200415_150225.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150225.jpg,1023,478,1391,576,1,0.3761909306049347,3024,3024
20200415_150225.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150225.jpg,1505,476,1822,578,1,0.4001573920249939,3024,3024
20200415_150225.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150225.jpg,1519,866,1712,1094,0,0.3628773093223572,3024,3024
20200415_150225.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150225.jpg,748,911,936,1125,0,0.3950045704841614,3024,3024
20200415_150225.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150225.jpg,420,916,593,1128,0,0.3958767056465149,3024,3024
20200415_150225.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150225.jpg,1178,899,1326,1088,0,0.47434088587760925,3024,3024
20200415_150225.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150225.jpg,2370,420,2570,591,0,0.4872398376464844,3024,3024
20200415_150225.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150225.jpg,2050,908,2311,1078,0,0.4933881461620331,3024,3024
20200415_150225.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150225.jpg,2038,402,2286,576,0,0.49597522616386414,3024,3024
20200415_150225.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150225.jpg,2386,932,2627,1105,0,0.5724347233772278,3024,3024
20200415_150230.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150230.jpg,2101,899,2188,1371,12,0.698127269744873,3024,3024
20200415_150230.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150230.jpg,1935,952,2032,1343,11,0.9330557584762573,3024,3024
20200415_150230.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150230.jpg,470,1523,889,1822,10,0.9936471581459045,3024,3024
20200415_150230.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150230.jpg,1575,1568,1759,1789,9,0.33357951045036316,3024,3024
20200415_150230.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150230.jpg,2562,1326,2847,1612,9,0.37543776631355286,3024,3024
20200415_150230.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150230.jpg,1008,1060,1155,1242,9,0.4170037806034088,3024,3024
20200415_150230.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150230.jpg,542,1053,782,1226,9,0.42607852816581726,3024,3024
20200415_150230.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150230.jpg,1587,1021,1735,1227,9,0.45108911395072937,3024,3024
20200415_150230.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150230.jpg,1081,1590,1284,1735,9,0.4992923140525818,3024,3024
20200415_150230.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150230.jpg,1299,1106,1440,1246,9,0.5125465393066406,3024,3024
20200415_150230.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150230.jpg,2095,1575,2474,1973,8,0.9936132431030273,3024,3024
20200415_150230.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150230.jpg,423,1340,2424,1553,5,0.9606032967567444,3024,3024
20200415_150230.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150230.jpg,1989,1962,2464,2091,4,0.9082940220832825,3024,3024
20200415_150230.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150230.jpg,376,1822,929,1908,4,0.9453033208847046,3024,3024
20200415_150230.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150230.jpg,146,1350,346,1633,0,0.35322070121765137,3024,3024
20200415_150230.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150230.jpg,2562,1326,2847,1612,0,0.4180546998977661,3024,3024
20200415_150230.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150230.jpg,1575,1568,1759,1789,0,0.4706319272518158,3024,3024
20200415_150230.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150230.jpg,1290,1106,1454,1245,0,0.47469964623451233,3024,3024
20200415_150230.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150230.jpg,1008,1060,1155,1242,0,0.4946920573711395,3024,3024
20200415_150230.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150230.jpg,542,1053,782,1226,0,0.5521587133407593,3024,3024
20200415_150230.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150230.jpg,1587,1021,1735,1227,0,0.5938302278518677,3024,3024
20200415_150230.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150230.jpg,1081,1590,1284,1735,0,0.6047443747520447,3024,3024
20200415_150236.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150236.jpg,2425,1562,2523,1875,12,0.9317228198051453,3024,3024
20200415_150236.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150236.jpg,2434,1060,2525,1445,11,0.9167145490646362,3024,3024
20200415_150236.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150236.jpg,1316,2228,1643,2549,10,0.8110310435295105,3024,3024
20200415_150236.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150236.jpg,2420,2097,2604,2338,9,0.37462154030799866,3024,3024
20200415_150236.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150236.jpg,2393,2441,2584,2643,9,0.40972787141799927,3024,3024
20200415_150236.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150236.jpg,1904,2110,2087,2364,9,0.426419734954834,3024,3024
20200415_150236.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150236.jpg,1886,774,2085,956,9,0.43597865104675293,3024,3024
20200415_150236.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150236.jpg,1894,1568,2123,1758,9,0.4686770737171173,3024,3024
20200415_150236.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150236.jpg,1909,1215,2105,1363,9,0.49266666173934937,3024,3024
20200415_150236.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150236.jpg,1867,447,2108,608,9,0.5369853377342224,3024,3024
20200415_150236.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150236.jpg,779,537,1135,827,8,0.9857312440872192,3024,3024
20200415_150236.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150236.jpg,297,2120,377,2615,4,0.28110790252685547,3024,3024
20200415_150236.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150236.jpg,231,1395,602,1483,4,0.5158542990684509,3024,3024
20200415_150236.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150236.jpg,586,2139,663,2556,4,0.6892198920249939,3024,3024
20200415_150236.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150236.jpg,277,976,580,1071,4,0.809747040271759,3024,3024
20200415_150236.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150236.jpg,189,1777,571,1877,4,0.8108262419700623,3024,3024
20200415_150236.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150236.jpg,334,619,607,701,4,0.8973314762115479,3024,3024
20200415_150236.jpg,C:\Users\benja\OneDrive\Desktop\Kand\mlHollf\TrainYourOwnYOLO\Data\Source_Images\Test_Images\20200415_150236.jpg,1349,562,1610,1779,3,0.828702986240387,3024,3024
