image,image_path,xmin,ymin,xmax,ymax,label,confidence,x_size,y_size
IMG_20200331_123253.jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/IMG_20200331_123253.jpg,1093,371,1206,686,18,0.8604491353034973,1600,1200
IMG_20200331_123253.jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/IMG_20200331_123253.jpg,537,348,589,587,12,0.7757241129875183,1600,1200
IMG_20200331_123304.jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/IMG_20200331_123304.jpg,490,998,911,1081,18,0.6313496828079224,1600,1200
IMG_20200331_123304.jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/IMG_20200331_123304.jpg,874,223,960,526,18,0.770883321762085,1600,1200
91872126_2942342819166981_1697034435842539520_n(1).jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/91872126_2942342819166981_1697034435842539520_n(1).jpg,1143,1627,1376,1978,19,0.4539192318916321,3024,3024
91872126_2942342819166981_1697034435842539520_n(1).jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/91872126_2942342819166981_1697034435842539520_n(1).jpg,201,1238,325,1861,18,0.7009382843971252,3024,3024
91872126_2942342819166981_1697034435842539520_n(1).jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/91872126_2942342819166981_1697034435842539520_n(1).jpg,696,1008,909,1359,12,0.3006557822227478,3024,3024
91872126_2942342819166981_1697034435842539520_n(1).jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/91872126_2942342819166981_1697034435842539520_n(1).jpg,553,1402,2415,1637,2,0.3891716003417969,3024,3024
91806315_532074964166085_34147000047894528_n.jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/91806315_532074964166085_34147000047894528_n.jpg,540,2467,863,2915,19,0.2672981321811676,3024,4032
91806315_532074964166085_34147000047894528_n.jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/91806315_532074964166085_34147000047894528_n.jpg,415,2698,917,3036,19,0.4162106513977051,3024,4032
91806315_532074964166085_34147000047894528_n.jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/91806315_532074964166085_34147000047894528_n.jpg,345,2859,1003,3090,18,0.40361684560775757,3024,4032
91806315_532074964166085_34147000047894528_n.jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/91806315_532074964166085_34147000047894528_n.jpg,1694,2570,1998,2740,14,0.4786529541015625,3024,4032
91806315_532074964166085_34147000047894528_n.jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/91806315_532074964166085_34147000047894528_n.jpg,2214,1917,2415,2466,12,0.8182021975517273,3024,4032
91806315_532074964166085_34147000047894528_n.jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/91806315_532074964166085_34147000047894528_n.jpg,995,2072,1350,2184,8,0.4700716435909271,3024,4032
91806315_532074964166085_34147000047894528_n.jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/91806315_532074964166085_34147000047894528_n.jpg,995,2072,1350,2184,6,0.3156557083129883,3024,4032
91806315_532074964166085_34147000047894528_n.jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/91806315_532074964166085_34147000047894528_n.jpg,995,2072,1350,2184,3,0.5307890772819519,3024,4032
IMG_20200331_123342.jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/IMG_20200331_123342.jpg,686,261,845,982,20,0.4404396116733551,1600,1200
IMG_20200331_123342.jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/IMG_20200331_123342.jpg,641,90,798,326,19,0.6744450330734253,1600,1200
IMG_20200331_123342.jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/IMG_20200331_123342.jpg,522,1027,1049,1125,18,0.7038024663925171,1600,1200
91877562_523886728176554_7576410614671605760_n.jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/91877562_523886728176554_7576410614671605760_n.jpg,1313,1745,1694,1834,16,0.5137014389038086,3024,4032
91877562_523886728176554_7576410614671605760_n.jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/91877562_523886728176554_7576410614671605760_n.jpg,1313,1745,1694,1834,11,0.6819313764572144,3024,4032
91877562_523886728176554_7576410614671605760_n.jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/91877562_523886728176554_7576410614671605760_n.jpg,2625,1287,2847,1771,9,0.3614688515663147,3024,4032
91877562_523886728176554_7576410614671605760_n.jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/91877562_523886728176554_7576410614671605760_n.jpg,2625,1287,2847,1771,8,0.2955683767795563,3024,4032
91877562_523886728176554_7576410614671605760_n.jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/91877562_523886728176554_7576410614671605760_n.jpg,2028,884,2171,1452,7,0.5462177395820618,3024,4032
91877562_523886728176554_7576410614671605760_n.jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/91877562_523886728176554_7576410614671605760_n.jpg,2625,1287,2847,1771,3,0.25863412022590637,3024,4032
91877562_523886728176554_7576410614671605760_n.jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/91877562_523886728176554_7576410614671605760_n.jpg,1313,1745,1694,1834,3,0.5242732763290405,3024,4032
IMG_20200331_123348.jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/IMG_20200331_123348.jpg,598,139,1074,255,18,0.38523370027542114,1600,1200
IMG_20200331_123348.jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/IMG_20200331_123348.jpg,671,704,750,965,18,0.8439286947250366,1600,1200
IMG_20200331_123348.jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/IMG_20200331_123348.jpg,906,815,987,1075,7,0.25114116072654724,1600,1200
IMG_20200331_123307.jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/IMG_20200331_123307.jpg,693,957,872,1155,19,0.4998013377189636,1600,1200
IMG_20200331_123307.jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/IMG_20200331_123307.jpg,529,77,972,220,18,0.6716755032539368,1600,1200
IMG_20200331_123307.jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/IMG_20200331_123307.jpg,841,474,990,626,13,0.4690941572189331,1600,1200
IMG_20200331_123307.jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/IMG_20200331_123307.jpg,841,474,990,626,8,0.261140912771225,1600,1200
IMG_20200331_123307.jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/IMG_20200331_123307.jpg,841,474,990,626,4,0.49572646617889404,1600,1200
IMG_20200331_123307.jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/IMG_20200331_123307.jpg,841,474,990,626,3,0.44502097368240356,1600,1200
IMG_20200331_123307.jpg,/home/oliv/Documents/mlHollf/TrainYourOwnYOLO/Data/Source_Images/Test_Images/IMG_20200331_123307.jpg,529,77,972,220,2,0.321327805519104,1600,1200
